date,liturgicalDay,readingOrder,kind,title,displayReference,response,choiceGroup,choiceLabel,rangeOrder,bookCode,chapter,startVerse,endVerse,displayVerseOffset
2027-03-14,5th Sunday of Lent,4,gospel,Gospel,John 12:20–33,,,,1,JHN,12,20,33,0
2027-03-15,Monday of the 5th week of Lent,1,firstReading,First Reading — Choice One,"Daniel 13:1–9, 15–17, 19–30, 33–62",,firstReading,Choice One,1,DAG,13,1,9,0
2027-03-15,Monday of the 5th week of Lent,1,firstReading,First Reading — Choice One,"Daniel 13:1–9, 15–17, 19–30, 33–62",,firstReading,Choice One,2,DAG,13,15,17,0
2027-03-15,Monday of the 5th week of Lent,1,firstReading,First Reading — Choice One,"Daniel 13:1–9, 15–17, 19–30, 33–62",,firstReading,Choice One,3,DAG,13,19,30,0
2027-03-15,Monday of the 5th week of Lent,1,firstReading,First Reading — Choice One,"Daniel 13:1–9, 15–17, 19–30, 33–62",,firstReading,Choice One,4,DAG,13,33,62,0
2027-03-15,Monday of the 5th week of Lent,2,firstReading,First Reading — Choice Two,Daniel 13:41c–62,,firstReading,Choice Two,1,DAG,13,41,62,0
2027-03-15,Monday of the 5th week of Lent,3,responsorialPsalm,Responsorial Psalm,"Psalm 23:1–3a, 3b-4, 5, 6",,,,1,PSA,23,1,3,0
2027-03-15,Monday of the 5th week of Lent,3,responsorialPsalm,Responsorial Psalm,"Psalm 23:1–3a, 3b-4, 5, 6",,,,2,PSA,23,3,4,0
2027-03-15,Monday of the 5th week of Lent,3,responsorialPsalm,Responsorial Psalm,"Psalm 23:1–3a, 3b-4, 5, 6",,,,3,PSA,23,5,5,0
2027-03-15,Monday of the 5th week of Lent,3,responsorialPsalm,Responsorial Psalm,"Psalm 23:1–3a, 3b-4, 5, 6",,,,4,PSA,23,6,6,0
2027-03-15,Monday of the 5th week of Lent,4,gospel,Gospel,John 8:1–11,,,,1,JHN,8,1,11,0
2027-03-16,Tuesday of the 5th week of Lent,1,firstReading,First Reading,Numbers 21:4–9,,,,1,NUM,21,4,9,0
2027-03-16,Tuesday of the 5th week of Lent,2,responsorialPsalm,Responsorial Psalm,"Psalm 102:2–3, 16–18, 19–21",,,,1,PSA,102,2,3,0
2027-03-16,Tuesday of the 5th week of Lent,2,responsorialPsalm,Responsorial Psalm,"Psalm 102:2–3, 16–18, 19–21",,,,2,PSA,102,16,18,0
2027-03-16,Tuesday of the 5th week of Lent,2,responsorialPsalm,Responsorial Psalm,"Psalm 102:2–3, 16–18, 19–21",,,,3,PSA,102,19,21,0
2027-03-16,Tuesday of the 5th week of Lent,3,gospel,Gospel,John 8:21–30,,,,1,JHN,8,21,30,0
2027-03-17,"Saint Patrick, Bishop",1,firstReading,First Reading,"Daniel 3:14–20, 91–92, 95",,,,1,DAG,3,14,20,0
2027-03-17,"Saint Patrick, Bishop",1,firstReading,First Reading,"Daniel 3:14–20, 91–92, 95",,,,2,DAG,3,91,92,0
2027-03-17,"Saint Patrick, Bishop",1,firstReading,First Reading,"Daniel 3:14–20, 91–92, 95",,,,3,DAG,3,95,95,0
2027-03-17,"Saint Patrick, Bishop",2,responsorialPsalm,Responsorial Psalm,"Daniel 3:52, 53, 54, 55, 56",,,,1,DAG,3,52,52,0
2027-03-17,"Saint Patrick, Bishop",2,responsorialPsalm,Responsorial Psalm,"Daniel 3:52, 53, 54, 55, 56",,,,2,DAG,3,53,53,0
2027-03-17,"Saint Patrick, Bishop",2,responsorialPsalm,Responsorial Psalm,"Daniel 3:52, 53, 54, 55, 56",,,,3,DAG,3,54,54,0
2027-03-17,"Saint Patrick, Bishop",2,responsorialPsalm,Responsorial Psalm,"Daniel 3:52, 53, 54, 55, 56",,,,4,DAG,3,55,55,0
2027-03-17,"Saint Patrick, Bishop",2,responsorialPsalm,Responsorial Psalm,"Daniel 3:52, 53, 54, 55, 56",,,,5,DAG,3,56,56,0
2027-03-17,"Saint Patrick, Bishop",3,gospel,Gospel,John 8:31–42,,,,1,JHN,8,31,42,0
2027-03-18,"Saint Cyril of Jerusalem, Bishop and Doctor",1,firstReading,First Reading,Genesis 17:3–9,,,,1,GEN,17,3,9,0
2027-03-18,"Saint Cyril of Jerusalem, Bishop and Doctor",2,responsorialPsalm,Responsorial Psalm,"Psalm 105:4–5, 6–7, 8–9",,,,1,PSA,105,4,5,0
2027-03-18,"Saint Cyril of Jerusalem, Bishop and Doctor",2,responsorialPsalm,Responsorial Psalm,"Psalm 105:4–5, 6–7, 8–9",,,,2,PSA,105,6,7,0
2027-03-18,"Saint Cyril of Jerusalem, Bishop and Doctor",2,responsorialPsalm,Responsorial Psalm,"Psalm 105:4–5, 6–7, 8–9",,,,3,PSA,105,8,9,0
2027-03-18,"Saint Cyril of Jerusalem, Bishop and Doctor",3,gospel,Gospel,John 8:51–59,,,,1,JHN,8,51,59,0
2027-03-19,"Joseph, Husband of Mary",1,firstReading,First Reading,"2 Samuel 7:4–5a, 12–14a, 16",,,,1,2SA,7,4,5,0
2027-03-19,"Joseph, Husband of Mary",1,firstReading,First Reading,"2 Samuel 7:4–5a, 12–14a, 16",,,,2,2SA,7,12,14,0
2027-03-19,"Joseph, Husband of Mary",1,firstReading,First Reading,"2 Samuel 7:4–5a, 12–14a, 16",,,,3,2SA,7,16,16,0
2027-03-19,"Joseph, Husband of Mary",2,responsorialPsalm,Responsorial Psalm,"Psalm 89:2–3, 4–5, 27 and 29",,,,1,PSA,89,2,3,0
2027-03-19,"Joseph, Husband of Mary",2,responsorialPsalm,Responsorial Psalm,"Psalm 89:2–3, 4–5, 27 and 29",,,,2,PSA,89,4,5,0
2027-03-19,"Joseph, Husband of Mary",2,responsorialPsalm,Responsorial Psalm,"Psalm 89:2–3, 4–5, 27 and 29",,,,3,PSA,89,27,27,0
2027-03-19,"Joseph, Husband of Mary",2,responsorialPsalm,Responsorial Psalm,"Psalm 89:2–3, 4–5, 27 and 29",,,,4,PSA,89,29,29,0
2027-03-19,"Joseph, Husband of Mary",3,secondReading,Second Reading,"Romans 4:13, 16–18, 22",,,,1,ROM,4,13,13,0
2027-03-19,"Joseph, Husband of Mary",3,secondReading,Second Reading,"Romans 4:13, 16–18, 22",,,,2,ROM,4,16,18,0
2027-03-19,"Joseph, Husband of Mary",3,secondReading,Second Reading,"Romans 4:13, 16–18, 22",,,,3,ROM,4,22,22,0
2027-03-19,"Joseph, Husband of Mary",4,gospel,Gospel,"Matthew 1:16, 18–21, 24a",,,,1,MAT,1,16,16,0
2027-03-19,"Joseph, Husband of Mary",4,gospel,Gospel,"Matthew 1:16, 18–21, 24a",,,,2,MAT,1,18,21,0
2027-03-19,"Joseph, Husband of Mary",4,gospel,Gospel,"Matthew 1:16, 18–21, 24a",,,,3,MAT,1,24,24,0
2027-03-20,Saturday of the 5th week of Lent,1,firstReading,First Reading,Ezekiel 37:21–28,,,,1,EZK,37,21,28,0
2027-03-20,Saturday of the 5th week of Lent,2,responsorialPsalm,Responsorial Psalm,"Jeremiah 31:10, 11–12abcd, 13",,,,1,JER,31,10,10,0
2027-03-20,Saturday of the 5th week of Lent,2,responsorialPsalm,Responsorial Psalm,"Jeremiah 31:10, 11–12abcd, 13",,,,2,JER,31,11,12,0
2027-03-20,Saturday of the 5th week of Lent,2,responsorialPsalm,Responsorial Psalm,"Jeremiah 31:10, 11–12abcd, 13",,,,3,JER,31,13,13,0
2027-03-20,Saturday of the 5th week of Lent,3,gospel,Gospel,John 11:45–56,,,,1,JHN,11,45,56,0
2027-03-21,Palm Sunday,1,firstReading,First Reading,Isaiah 50:4–7,,,,1,ISA,50,4,7,0
2027-03-21,Palm Sunday,2,responsorialPsalm,Responsorial Psalm,"Psalm 22:8–9, 17–18, 19–20, 23–24",,,,1,PSA,22,8,9,0
2027-03-21,Palm Sunday,2,responsorialPsalm,Responsorial Psalm,"Psalm 22:8–9, 17–18, 19–20, 23–24",,,,2,PSA,22,17,18,0
2027-03-21,Palm Sunday,2,responsorialPsalm,Responsorial Psalm,"Psalm 22:8–9, 17–18, 19–20, 23–24",,,,3,PSA,22,19,20,0
2027-03-21,Palm Sunday,2,responsorialPsalm,Responsorial Psalm,"Psalm 22:8–9, 17–18, 19–20, 23–24",,,,4,PSA,22,23,24,0
2027-03-21,Palm Sunday,3,secondReading,Second Reading,Philippians 2:6–11,,,,1,PHP,2,6,11,0
2027-03-21,Palm Sunday,4,gospel,Gospel,Mark 14:1–15:47,,,,1,MRK,14,1,72,0
2027-03-21,Palm Sunday,4,gospel,Gospel,Mark 14:1–15:47,,,,2,MRK,15,1,47,0
2027-03-22,Monday of Holy Week,1,firstReading,First Reading,Isaiah 42:1–7,,,,1,ISA,42,1,7,0
2027-03-22,Monday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 27:1, 2, 3, 13–14",,,,1,PSA,27,1,1,0
2027-03-22,Monday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 27:1, 2, 3, 13–14",,,,2,PSA,27,2,2,0
2027-03-22,Monday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 27:1, 2, 3, 13–14",,,,3,PSA,27,3,3,0
2027-03-22,Monday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 27:1, 2, 3, 13–14",,,,4,PSA,27,13,14,0
2027-03-22,Monday of Holy Week,3,gospel,Gospel,John 12:1–11,,,,1,JHN,12,1,11,0
2027-03-23,Tuesday of Holy Week,1,firstReading,First Reading,Isaiah 49:1–6,,,,1,ISA,49,1,6,0
2027-03-23,Tuesday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 71:1–2, 3–4a, 5ab-6ab, 15 and 17",,,,1,PSA,71,1,2,0
2027-03-23,Tuesday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 71:1–2, 3–4a, 5ab-6ab, 15 and 17",,,,2,PSA,71,3,4,0
2027-03-23,Tuesday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 71:1–2, 3–4a, 5ab-6ab, 15 and 17",,,,3,PSA,71,5,6,0
2027-03-23,Tuesday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 71:1–2, 3–4a, 5ab-6ab, 15 and 17",,,,4,PSA,71,15,15,0
2027-03-23,Tuesday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 71:1–2, 3–4a, 5ab-6ab, 15 and 17",,,,5,PSA,71,17,17,0
2027-03-23,Tuesday of Holy Week,3,gospel,Gospel,"John 13:21–33, 36–38",,,,1,JHN,13,21,33,0
2027-03-23,Tuesday of Holy Week,3,gospel,Gospel,"John 13:21–33, 36–38",,,,2,JHN,13,36,38,0
2027-03-24,Wednesday of Holy Week,1,firstReading,First Reading,Isaiah 50:4–9a,,,,1,ISA,50,4,9,0
2027-03-24,Wednesday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 69:8–10, 21–22, 31 and 33–34",,,,1,PSA,69,8,10,0
2027-03-24,Wednesday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 69:8–10, 21–22, 31 and 33–34",,,,2,PSA,69,21,22,0
2027-03-24,Wednesday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 69:8–10, 21–22, 31 and 33–34",,,,3,PSA,69,31,31,0
2027-03-24,Wednesday of Holy Week,2,responsorialPsalm,Responsorial Psalm,"Psalm 69:8–10, 21–22, 31 and 33–34",,,,4,PSA,69,33,34,0
2027-03-24,Wednesday of Holy Week,3,gospel,Gospel,Matthew 26:14–25,,,,1,MAT,26,14,25,0
2027-03-25,Holy Thursday,1,firstReading,First Reading,"Exodus 12:1–8, 11–14",,,,1,EXO,12,1,8,0
2027-03-25,Holy Thursday,1,firstReading,First Reading,"Exodus 12:1–8, 11–14",,,,2,EXO,12,11,14,0
2027-03-25,Holy Thursday,2,responsorialPsalm,Responsorial Psalm,"Psalm 116:12–13, 15–16bc, 17–18.",,,,1,PSA,116,12,13,0
2027-03-25,Holy Thursday,2,responsorialPsalm,Responsorial Psalm,"Psalm 116:12–13, 15–16bc, 17–18.",,,,2,PSA,116,15,16,0
2027-03-25,Holy Thursday,2,responsorialPsalm,Responsorial Psalm,"Psalm 116:12–13, 15–16bc, 17–18.",,,,3,PSA,116,17,18,0
2027-03-25,Holy Thursday,3,secondReading,Second Reading,1 Corinthians 11:23–26,,,,1,1CO,11,23,26,0
2027-03-25,Holy Thursday,4,gospel,Gospel,John 13:1–15,,,,1,JHN,13,1,15,0
2027-03-26,Good Friday,1,firstReading,First Reading,Isaiah 52:13–53:12,,,,1,ISA,52,13,15,0
2027-03-26,Good Friday,1,firstReading,First Reading,Isaiah 52:13–53:12,,,,2,ISA,53,1,12,0
2027-03-26,Good Friday,2,responsorialPsalm,Responsorial Psalm,"Psalm 31:2, 6, 12–13, 15–16, 17, 25",,,,1,PSA,31,1,1,1
2027-03-26,Good Friday,2,responsorialPsalm,Responsorial Psalm,"Psalm 31:2, 6, 12–13, 15–16, 17, 25",,,,2,PSA,31,5,5,1
2027-03-26,Good Friday,2,responsorialPsalm,Responsorial Psalm,"Psalm 31:2, 6, 12–13, 15–16, 17, 25",,,,3,PSA,31,11,12,1
2027-03-26,Good Friday,2,responsorialPsalm,Responsorial Psalm,"Psalm 31:2, 6, 12–13, 15–16, 17, 25",,,,4,PSA,31,14,15,1
2027-03-26,Good Friday,2,responsorialPsalm,Responsorial Psalm,"Psalm 31:2, 6, 12–13, 15–16, 17, 25",,,,5,PSA,31,16,16,1
2027-03-26,Good Friday,2,responsorialPsalm,Responsorial Psalm,"Psalm 31:2, 6, 12–13, 15–16, 17, 25",,,,6,PSA,31,24,24,1
2027-03-26,Good Friday,3,secondReading,Second Reading,Hebrews 4:14–16; 5:7–9,,,,1,HEB,4,14,16,0
2027-03-26,Good Friday,3,secondReading,Second Reading,Hebrews 4:14–16; 5:7–9,,,,2,HEB,5,7,9,0
2027-03-26,Good Friday,4,gospel,Gospel,John 18:1–19:42,,,,1,JHN,18,1,40,0
2027-03-26,Good Friday,4,gospel,Gospel,John 18:1–19:42,,,,2,JHN,19,1,42,0
2027-03-27,Holy Saturday/Easter Vigil,1,firstReading,First Reading,Genesis 1:1–2:2,,,,1,GEN,1,1,31,0
2027-03-27,Holy Saturday/Easter Vigil,1,firstReading,First Reading,Genesis 1:1–2:2,,,,2,GEN,2,1,2,0
2027-03-27,Holy Saturday/Easter Vigil,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1–2, 16–17, 22–23",,,,1,PSA,118,1,2,0
2027-03-27,Holy Saturday/Easter Vigil,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1–2, 16–17, 22–23",,,,2,PSA,118,16,17,0
2027-03-27,Holy Saturday/Easter Vigil,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1–2, 16–17, 22–23",,,,3,PSA,118,22,23,0
2027-03-27,Holy Saturday/Easter Vigil,3,secondReading,Second Reading,Genesis 22:1–18,,,,1,GEN,22,1,18,0
2027-03-27,Holy Saturday/Easter Vigil,4,gospel,Gospel,Mark 16:1–7,,,,1,MRK,16,1,7,0
2027-03-28,Easter Sunday,1,firstReading,First Reading,"Acts 10:34a, 37–43",,,,1,ACT,10,34,34,0
2027-03-28,Easter Sunday,1,firstReading,First Reading,"Acts 10:34a, 37–43",,,,2,ACT,10,37,43,0
2027-03-28,Easter Sunday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1–2, 16–17, 22–23",,,,1,PSA,118,1,2,0
2027-03-28,Easter Sunday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1–2, 16–17, 22–23",,,,2,PSA,118,16,17,0
2027-03-28,Easter Sunday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1–2, 16–17, 22–23",,,,3,PSA,118,22,23,0
2027-03-28,Easter Sunday,3,secondReading,Second Reading,Colossians 3:1–4,,,,1,COL,3,1,4,0
2027-03-28,Easter Sunday,4,gospel,Gospel,John 20:1–9,,,,1,JHN,20,1,9,0
2027-03-29,Easter Monday,1,firstReading,First Reading,"Acts 2:14, 22–33",,,,1,ACT,2,14,14,0
2027-03-29,Easter Monday,1,firstReading,First Reading,"Acts 2:14, 22–33",,,,2,ACT,2,22,33,0
2027-03-29,Easter Monday,2,responsorialPsalm,Responsorial Psalm,"Psalm 16:1–2a and 5, 7–8, 9–10, 11",,,,1,PSA,16,1,2,0
2027-03-29,Easter Monday,2,responsorialPsalm,Responsorial Psalm,"Psalm 16:1–2a and 5, 7–8, 9–10, 11",,,,2,PSA,16,5,5,0
2027-03-29,Easter Monday,2,responsorialPsalm,Responsorial Psalm,"Psalm 16:1–2a and 5, 7–8, 9–10, 11",,,,3,PSA,16,7,8,0
2027-03-29,Easter Monday,2,responsorialPsalm,Responsorial Psalm,"Psalm 16:1–2a and 5, 7–8, 9–10, 11",,,,4,PSA,16,9,10,0
2027-03-29,Easter Monday,2,responsorialPsalm,Responsorial Psalm,"Psalm 16:1–2a and 5, 7–8, 9–10, 11",,,,5,PSA,16,11,11,0
2027-03-29,Easter Monday,3,gospel,Gospel,Matthew 28:8–15,,,,1,MAT,28,8,15,0
2027-03-30,Easter Tuesday,1,firstReading,First Reading,Acts 2:36–41,,,,1,ACT,2,36,41,0
2027-03-30,Easter Tuesday,2,responsorialPsalm,Responsorial Psalm,"Psalm 33:4–5, 18–19, 20 and 22",,,,1,PSA,33,4,5,0
2027-03-30,Easter Tuesday,2,responsorialPsalm,Responsorial Psalm,"Psalm 33:4–5, 18–19, 20 and 22",,,,2,PSA,33,18,19,0
2027-03-30,Easter Tuesday,2,responsorialPsalm,Responsorial Psalm,"Psalm 33:4–5, 18–19, 20 and 22",,,,3,PSA,33,20,20,0
2027-03-30,Easter Tuesday,2,responsorialPsalm,Responsorial Psalm,"Psalm 33:4–5, 18–19, 20 and 22",,,,4,PSA,33,22,22,0
2027-03-30,Easter Tuesday,3,gospel,Gospel,John 20:11–18,,,,1,JHN,20,11,18,0
2027-03-31,Easter Wednesday,1,firstReading,First Reading,Acts 3:1–10,,,,1,ACT,3,1,10,0
2027-03-31,Easter Wednesday,2,responsorialPsalm,Responsorial Psalm,"Psalm 105:1–2, 3–4, 6–7, 8–9",,,,1,PSA,105,1,2,0
2027-03-31,Easter Wednesday,2,responsorialPsalm,Responsorial Psalm,"Psalm 105:1–2, 3–4, 6–7, 8–9",,,,2,PSA,105,3,4,0
2027-03-31,Easter Wednesday,2,responsorialPsalm,Responsorial Psalm,"Psalm 105:1–2, 3–4, 6–7, 8–9",,,,3,PSA,105,6,7,0
2027-03-31,Easter Wednesday,2,responsorialPsalm,Responsorial Psalm,"Psalm 105:1–2, 3–4, 6–7, 8–9",,,,4,PSA,105,8,9,0
2027-03-31,Easter Wednesday,3,gospel,Gospel,Luke 24:13–35,,,,1,LUK,24,13,35,0
2027-04-01,Easter Thursday,1,firstReading,First Reading,Acts 3:11–26,,,,1,ACT,3,11,26,0
2027-04-01,Easter Thursday,2,responsorialPsalm,Responsorial Psalm,"Psalm 8:2ab and 5, 6–7, 8–9",,,,1,PSA,8,2,2,0
2027-04-01,Easter Thursday,2,responsorialPsalm,Responsorial Psalm,"Psalm 8:2ab and 5, 6–7, 8–9",,,,2,PSA,8,5,5,0
2027-04-01,Easter Thursday,2,responsorialPsalm,Responsorial Psalm,"Psalm 8:2ab and 5, 6–7, 8–9",,,,3,PSA,8,6,7,0
2027-04-01,Easter Thursday,2,responsorialPsalm,Responsorial Psalm,"Psalm 8:2ab and 5, 6–7, 8–9",,,,4,PSA,8,8,9,0
2027-04-01,Easter Thursday,3,gospel,Gospel,Luke 24:35–48,,,,1,LUK,24,35,48,0
2027-04-02,Easter Friday,1,firstReading,First Reading,Acts 4:1–12,,,,1,ACT,4,1,12,0
2027-04-02,Easter Friday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1–2 and 4, 22–24, 25–27a",,,,1,PSA,118,1,2,0
2027-04-02,Easter Friday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1–2 and 4, 22–24, 25–27a",,,,2,PSA,118,4,4,0
2027-04-02,Easter Friday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1–2 and 4, 22–24, 25–27a",,,,3,PSA,118,22,24,0
2027-04-02,Easter Friday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1–2 and 4, 22–24, 25–27a",,,,4,PSA,118,25,27,0
2027-04-02,Easter Friday,3,gospel,Gospel,John 21:1–14,,,,1,JHN,21,1,14,0
2027-04-03,Easter Saturday,1,firstReading,First Reading,Acts 4:13–21,,,,1,ACT,4,13,21,0
2027-04-03,Easter Saturday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1 and 14–15ab, 16–18, 19–21",,,,1,PSA,118,1,1,0
2027-04-03,Easter Saturday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1 and 14–15ab, 16–18, 19–21",,,,2,PSA,118,14,15,0
2027-04-03,Easter Saturday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1 and 14–15ab, 16–18, 19–21",,,,3,PSA,118,16,18,0
2027-04-03,Easter Saturday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:1 and 14–15ab, 16–18, 19–21",,,,4,PSA,118,19,21,0
2027-04-03,Easter Saturday,3,gospel,Gospel,Mark 16:9–15,,,,1,MRK,16,9,15,0
2027-04-04,Divine Mercy Sunday,1,firstReading,First Reading,Acts 4:32–35,,,,1,ACT,4,32,35,0
2027-04-04,Divine Mercy Sunday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:2–4, 13–15, 22–24",,,,1,PSA,118,2,4,0
2027-04-04,Divine Mercy Sunday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:2–4, 13–15, 22–24",,,,2,PSA,118,13,15,0
2027-04-04,Divine Mercy Sunday,2,responsorialPsalm,Responsorial Psalm,"Psalm 118:2–4, 13–15, 22–24",,,,3,PSA,118,22,24,0
2027-04-04,Divine Mercy Sunday,3,secondReading,Second Reading,1 John 5:1–6,,,,1,1JN,5,1,6,0
2027-04-04,Divine Mercy Sunday,4,gospel,Gospel,John 20:19–31,,,,1,JHN,20,19,31,0
2027-04-05,Annunciation,1,firstReading,First Reading,Isaiah 7:10–14; 8:10,,,,1,ISA,7,10,14,0
2027-04-05,Annunciation,1,firstReading,First Reading,Isaiah 7:10–14; 8:10,,,,2,ISA,8,10,10,0
2027-04-05,Annunciation,2,responsorialPsalm,Responsorial Psalm,"Psalm 40:7–8a, 8b-9, 10, 11",,,,1,PSA,40,7,8,0
2027-04-05,Annunciation,2,responsorialPsalm,Responsorial Psalm,"Psalm 40:7–8a, 8b-9, 10, 11",,,,2,PSA,40,8,9,0
2027-04-05,Annunciation,2,responsorialPsalm,Responsorial Psalm,"Psalm 40:7–8a, 8b-9, 10, 11",,,,3,PSA,40,10,10,0
2027-04-05,Annunciation,2,responsorialPsalm,Responsorial Psalm,"Psalm 40:7–8a, 8b-9, 10, 11",,,,4,PSA,40,11,11,0
2027-04-05,Annunciation,3,secondReading,Second Reading,Hebrews 10:4–10,,,,1,HEB,10,4,10,0
2027-04-05,Annunciation,4,gospel,Gospel,Luke 1:26–38,,,,1,LUK,1,26,38,0
2027-04-06,Tuesday of the 2nd week of Easter,1,firstReading,First Reading,Acts 4:32–37,,,,1,ACT,4,32,37,0
2027-04-06,Tuesday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 93:1ab, 1cd-2, 5",,,,1,PSA,93,1,1,0
2027-04-06,Tuesday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 93:1ab, 1cd-2, 5",,,,2,PSA,93,1,2,0
2027-04-06,Tuesday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 93:1ab, 1cd-2, 5",,,,3,PSA,93,5,5,0
2027-04-06,Tuesday of the 2nd week of Easter,3,gospel,Gospel,John 3:7b-15,,,,1,JHN,3,7,15,0
2027-04-07,"Saint John Baptist de la Salle, Priest",1,firstReading,First Reading,Acts 5:17–26,,,,1,ACT,5,17,26,0
2027-04-07,"Saint John Baptist de la Salle, Priest",2,responsorialPsalm,Responsorial Psalm,"Psalm 34:2–3, 4–5, 6–7, 8–9",,,,1,PSA,34,2,3,0
2027-04-07,"Saint John Baptist de la Salle, Priest",2,responsorialPsalm,Responsorial Psalm,"Psalm 34:2–3, 4–5, 6–7, 8–9",,,,2,PSA,34,4,5,0
2027-04-07,"Saint John Baptist de la Salle, Priest",2,responsorialPsalm,Responsorial Psalm,"Psalm 34:2–3, 4–5, 6–7, 8–9",,,,3,PSA,34,6,7,0
2027-04-07,"Saint John Baptist de la Salle, Priest",2,responsorialPsalm,Responsorial Psalm,"Psalm 34:2–3, 4–5, 6–7, 8–9",,,,4,PSA,34,8,9,0
2027-04-07,"Saint John Baptist de la Salle, Priest",3,gospel,Gospel,John 3:16–21,,,,1,JHN,3,16,21,0
2027-04-08,Thursday of the 2nd week of Easter,1,firstReading,First Reading,Acts 5:27–33,,,,1,ACT,5,27,33,0
2027-04-08,Thursday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 34:2 and 9, 17–18, 19–20",,,,1,PSA,34,2,2,0
2027-04-08,Thursday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 34:2 and 9, 17–18, 19–20",,,,2,PSA,34,9,9,0
2027-04-08,Thursday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 34:2 and 9, 17–18, 19–20",,,,3,PSA,34,17,18,0
2027-04-08,Thursday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 34:2 and 9, 17–18, 19–20",,,,4,PSA,34,19,20,0
2027-04-08,Thursday of the 2nd week of Easter,3,gospel,Gospel,John 3:31–36,,,,1,JHN,3,31,36,0
2027-04-09,Friday of the 2nd week of Easter,1,firstReading,First Reading,Acts 5:34–42,,,,1,ACT,5,34,42,0
2027-04-09,Friday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 27:1, 4, 13–14",,,,1,PSA,27,1,1,0
2027-04-09,Friday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 27:1, 4, 13–14",,,,2,PSA,27,4,4,0
2027-04-09,Friday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 27:1, 4, 13–14",,,,3,PSA,27,13,14,0
2027-04-09,Friday of the 2nd week of Easter,3,gospel,Gospel,John 6:1–15,,,,1,JHN,6,1,15,0
2027-04-10,Saturday of the 2nd week of Easter,1,firstReading,First Reading,Acts 6:1–7,,,,1,ACT,6,1,7,0
2027-04-10,Saturday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 33:1–2, 4–5, 18–19",,,,1,PSA,33,1,2,0
2027-04-10,Saturday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 33:1–2, 4–5, 18–19",,,,2,PSA,33,4,5,0
2027-04-10,Saturday of the 2nd week of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 33:1–2, 4–5, 18–19",,,,3,PSA,33,18,19,0
2027-04-10,Saturday of the 2nd week of Easter,3,gospel,Gospel,John 6:16–21,,,,1,JHN,6,16,21,0
2027-04-11,3rd Sunday of Easter,1,firstReading,First Reading,"Acts 3:13–15, 17–19",,,,1,ACT,3,13,15,0
2027-04-11,3rd Sunday of Easter,1,firstReading,First Reading,"Acts 3:13–15, 17–19",,,,2,ACT,3,17,19,0
2027-04-11,3rd Sunday of Easter,2,responsorialPsalm,Responsorial Psalm,"Psalm 4:2, 4, 7–8, 9",,,,1,PSA,4,1,1,1
