date,liturgicalDay,readingOrder,kind,title,displayReference,response,choiceGroup,choiceLabel,rangeOrder,bookCode,chapter,startVerse,endVerse,displayVerseOffset
2027-01-12,Tuesday of the 1st week of Ordinary Time,1,firstReading,First Reading,Hebrews 2:5–12,,,,1,HEB,2,5,12,0
2027-01-12,Tuesday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 8:2ab and 5, 6–7, 8–9",,,,1,PSA,8,2,2,0
2027-01-12,Tuesday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 8:2ab and 5, 6–7, 8–9",,,,2,PSA,8,5,5,0
2027-01-12,Tuesday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 8:2ab and 5, 6–7, 8–9",,,,3,PSA,8,6,7,0
2027-01-12,Tuesday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 8:2ab and 5, 6–7, 8–9",,,,4,PSA,8,8,9,0
2027-01-12,Tuesday of the 1st week of Ordinary Time,3,gospel,Gospel,Mark 1:21–28,,,,1,MRK,1,21,28,0
2027-01-13,"Saint Hilary of Poitiers, Bishop and Doctor",1,firstReading,First Reading,Hebrews 2:14–18,,,,1,HEB,2,14,18,0
2027-01-13,"Saint Hilary of Poitiers, Bishop and Doctor",2,responsorialPsalm,Responsorial Psalm,"Psalm 105:1–2, 3–4, 6–7, 8–9",,,,1,PSA,105,1,2,0
2027-01-13,"Saint Hilary of Poitiers, Bishop and Doctor",2,responsorialPsalm,Responsorial Psalm,"Psalm 105:1–2, 3–4, 6–7, 8–9",,,,2,PSA,105,3,4,0
2027-01-13,"Saint Hilary of Poitiers, Bishop and Doctor",2,responsorialPsalm,Responsorial Psalm,"Psalm 105:1–2, 3–4, 6–7, 8–9",,,,3,PSA,105,6,7,0
2027-01-13,"Saint Hilary of Poitiers, Bishop and Doctor",2,responsorialPsalm,Responsorial Psalm,"Psalm 105:1–2, 3–4, 6–7, 8–9",,,,4,PSA,105,8,9,0
2027-01-13,"Saint Hilary of Poitiers, Bishop and Doctor",3,gospel,Gospel,Mark 1:29–39,,,,1,MRK,1,29,39,0
2027-01-14,Thursday of the 1st week of Ordinary Time,1,firstReading,First Reading,Hebrews 3:7–14,,,,1,HEB,3,7,14,0
2027-01-14,Thursday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 95:6–7c, 8–9, 10–11",,,,1,PSA,95,6,7,0
2027-01-14,Thursday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 95:6–7c, 8–9, 10–11",,,,2,PSA,95,8,9,0
2027-01-14,Thursday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 95:6–7c, 8–9, 10–11",,,,3,PSA,95,10,11,0
2027-01-14,Thursday of the 1st week of Ordinary Time,3,gospel,Gospel,Mark 1:40–45,,,,1,MRK,1,40,45,0
2027-01-15,Friday of the 1st week of Ordinary Time,1,firstReading,First Reading,"Hebrews 4:1–5, 11",,,,1,HEB,4,1,5,0
2027-01-15,Friday of the 1st week of Ordinary Time,1,firstReading,First Reading,"Hebrews 4:1–5, 11",,,,2,HEB,4,11,11,0
2027-01-15,Friday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 78:3 & 4bc, 6c–7, 8",,,,1,PSA,78,3,4,0
2027-01-15,Friday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 78:3 & 4bc, 6c–7, 8",,,,2,PSA,78,6,8,0
2027-01-15,Friday of the 1st week of Ordinary Time,3,gospel,Gospel,Mark 2:1–12,,,,1,MRK,2,1,12,0
2027-01-16,Saturday of the 1st week of Ordinary Time,1,firstReading,First Reading,Hebrews 4:12–16,,,,1,HEB,4,12,16,0
2027-01-16,Saturday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 19:8, 9, 10, 15",,,,1,PSA,19,7,7,1
2027-01-16,Saturday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 19:8, 9, 10, 15",,,,2,PSA,19,8,8,1
2027-01-16,Saturday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 19:8, 9, 10, 15",,,,3,PSA,19,9,9,1
2027-01-16,Saturday of the 1st week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 19:8, 9, 10, 15",,,,4,PSA,19,14,14,1
2027-01-16,Saturday of the 1st week of Ordinary Time,3,gospel,Gospel,Mark 2:13–17,,,,1,MRK,2,13,17,0
2027-01-17,2nd Sunday of Ordinary Time,1,firstReading,First Reading,"1 Samuel 3:3b-10, 19",,,,1,1SA,3,3,10,0
2027-01-17,2nd Sunday of Ordinary Time,1,firstReading,First Reading,"1 Samuel 3:3b-10, 19",,,,2,1SA,3,19,19,0
2027-01-17,2nd Sunday of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 40:2, 4, 7–8, 8–9, 10",,,,1,PSA,40,2,2,0
2027-01-17,2nd Sunday of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 40:2, 4, 7–8, 8–9, 10",,,,2,PSA,40,4,4,0
2027-01-17,2nd Sunday of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 40:2, 4, 7–8, 8–9, 10",,,,3,PSA,40,7,8,0
2027-01-17,2nd Sunday of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 40:2, 4, 7–8, 8–9, 10",,,,4,PSA,40,8,9,0
2027-01-17,2nd Sunday of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 40:2, 4, 7–8, 8–9, 10",,,,5,PSA,40,10,10,0
2027-01-17,2nd Sunday of Ordinary Time,3,secondReading,Second Reading,"1 Corinthians 6:13c-15a, 17–20",,,,1,1CO,6,13,15,0
2027-01-17,2nd Sunday of Ordinary Time,3,secondReading,Second Reading,"1 Corinthians 6:13c-15a, 17–20",,,,2,1CO,6,17,20,0
2027-01-17,2nd Sunday of Ordinary Time,4,gospel,Gospel,John 1:35–42,,,,1,JHN,1,35,42,0
2027-01-18,Monday of the 2nd week of Ordinary Time,1,firstReading,First Reading,Hebrews 5:1–10,,,,1,HEB,5,1,10,0
2027-01-18,Monday of the 2nd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,1,PSA,110,1,1,0
2027-01-18,Monday of the 2nd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,2,PSA,110,2,2,0
2027-01-18,Monday of the 2nd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,3,PSA,110,3,3,0
2027-01-18,Monday of the 2nd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,4,PSA,110,4,4,0
2027-01-18,Monday of the 2nd week of Ordinary Time,3,gospel,Gospel,Mark 2:18–22,,,,1,MRK,2,18,22,0
2027-01-19,Tuesday of the 2nd week of Ordinary Time,1,firstReading,First Reading,Hebrews 6:10–20,,,,1,HEB,6,10,20,0
2027-01-19,Tuesday of the 2nd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 111:1–2, 4–5, 9, 10c",,,,1,PSA,111,1,2,0
2027-01-19,Tuesday of the 2nd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 111:1–2, 4–5, 9, 10c",,,,2,PSA,111,4,5,0
2027-01-19,Tuesday of the 2nd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 111:1–2, 4–5, 9, 10c",,,,3,PSA,111,9,9,0
2027-01-19,Tuesday of the 2nd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 111:1–2, 4–5, 9, 10c",,,,4,PSA,111,10,10,0
2027-01-19,Tuesday of the 2nd week of Ordinary Time,3,gospel,Gospel,Mark 2:23–28,,,,1,MRK,2,23,28,0
2027-01-20,"Saints Fabian, Pope, and Sebastian, Martyrs",1,firstReading,First Reading,"Hebrews 7:1–3, 15–17",,,,1,HEB,7,1,3,0
2027-01-20,"Saints Fabian, Pope, and Sebastian, Martyrs",1,firstReading,First Reading,"Hebrews 7:1–3, 15–17",,,,2,HEB,7,15,17,0
2027-01-20,"Saints Fabian, Pope, and Sebastian, Martyrs",2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,1,PSA,110,1,1,0
2027-01-20,"Saints Fabian, Pope, and Sebastian, Martyrs",2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,2,PSA,110,2,2,0
2027-01-20,"Saints Fabian, Pope, and Sebastian, Martyrs",2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,3,PSA,110,3,3,0
2027-01-20,"Saints Fabian, Pope, and Sebastian, Martyrs",2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,4,PSA,110,4,4,0
2027-01-20,"Saints Fabian, Pope, and Sebastian, Martyrs",3,gospel,Gospel,Mark 3:1–6,,,,1,MRK,3,1,6,0
2027-01-21,"Saint Agnes, Virgin and Martyr",1,firstReading,First Reading,Hebrews 7:25–8:6,,,,1,HEB,7,25,28,0
2027-01-21,"Saint Agnes, Virgin and Martyr",1,firstReading,First Reading,Hebrews 7:25–8:6,,,,2,HEB,8,1,6,0
2027-01-21,"Saint Agnes, Virgin and Martyr",2,responsorialPsalm,Responsorial Psalm,"Psalm 40:7–8a, 8b-9, 10, 17",,,,1,PSA,40,7,8,0
2027-01-21,"Saint Agnes, Virgin and Martyr",2,responsorialPsalm,Responsorial Psalm,"Psalm 40:7–8a, 8b-9, 10, 17",,,,2,PSA,40,8,9,0
2027-01-21,"Saint Agnes, Virgin and Martyr",2,responsorialPsalm,Responsorial Psalm,"Psalm 40:7–8a, 8b-9, 10, 17",,,,3,PSA,40,10,10,0
2027-01-21,"Saint Agnes, Virgin and Martyr",2,responsorialPsalm,Responsorial Psalm,"Psalm 40:7–8a, 8b-9, 10, 17",,,,4,PSA,40,17,17,0
2027-01-21,"Saint Agnes, Virgin and Martyr",3,gospel,Gospel,Mark 3:7–12,,,,1,MRK,3,7,12,0
2027-01-22,"Saint Vincent, Deacon and Martyr",1,firstReading,First Reading,Hebrews 8:6–13,,,,1,HEB,8,6,13,0
2027-01-22,"Saint Vincent, Deacon and Martyr",2,responsorialPsalm,Responsorial Psalm,"Psalm 85:8 and 10, 11–12, 13–14",,,,1,PSA,85,7,7,1
2027-01-22,"Saint Vincent, Deacon and Martyr",2,responsorialPsalm,Responsorial Psalm,"Psalm 85:8 and 10, 11–12, 13–14",,,,2,PSA,85,9,9,1
2027-01-22,"Saint Vincent, Deacon and Martyr",2,responsorialPsalm,Responsorial Psalm,"Psalm 85:8 and 10, 11–12, 13–14",,,,3,PSA,85,10,11,1
2027-01-22,"Saint Vincent, Deacon and Martyr",2,responsorialPsalm,Responsorial Psalm,"Psalm 85:8 and 10, 11–12, 13–14",,,,4,PSA,85,12,13,1
2027-01-22,"Saint Vincent, Deacon and Martyr",3,gospel,Gospel,Mark 3:13–19,,,,1,MRK,3,13,19,0
2027-01-23,Saturday of the 2nd week of Ordinary Time,1,firstReading,First Reading,"Hebrews 9:2–3, 11–14",,,,1,HEB,9,2,3,0
2027-01-23,Saturday of the 2nd week of Ordinary Time,1,firstReading,First Reading,"Hebrews 9:2–3, 11–14",,,,2,HEB,9,11,14,0
2027-01-23,Saturday of the 2nd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 47:2–3, 6–7, 8–9",,,,1,PSA,47,2,3,0
2027-01-23,Saturday of the 2nd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 47:2–3, 6–7, 8–9",,,,2,PSA,47,6,7,0
2027-01-23,Saturday of the 2nd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 47:2–3, 6–7, 8–9",,,,3,PSA,47,8,9,0
2027-01-23,Saturday of the 2nd week of Ordinary Time,3,gospel,Gospel,Mark 3:20–21,,,,1,MRK,3,20,21,0
2027-01-24,3rd Sunday of Ordinary Time,1,firstReading,First Reading,"Jonah 3:1–5, 10",,,,1,JON,3,1,5,0
2027-01-24,3rd Sunday of Ordinary Time,1,firstReading,First Reading,"Jonah 3:1–5, 10",,,,2,JON,3,10,10,0
2027-01-24,3rd Sunday of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 25:4–5, 6–7, 8–9",,,,1,PSA,25,4,5,0
2027-01-24,3rd Sunday of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 25:4–5, 6–7, 8–9",,,,2,PSA,25,6,7,0
2027-01-24,3rd Sunday of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 25:4–5, 6–7, 8–9",,,,3,PSA,25,8,9,0
2027-01-24,3rd Sunday of Ordinary Time,3,secondReading,Second Reading,1 Corinthians 7:29–31,,,,1,1CO,7,29,31,0
2027-01-24,3rd Sunday of Ordinary Time,4,gospel,Gospel,Mark 1:14–20,,,,1,MRK,1,14,20,0
2027-01-25,"Conversion of Saint Paul, Apostle",1,firstReading,First Reading,Acts 22:3–16,,,,1,ACT,22,3,16,0
2027-01-25,"Conversion of Saint Paul, Apostle",2,responsorialPsalm,Responsorial Psalm,"Psalm 117:1bc, 2",,,,1,PSA,117,1,1,0
2027-01-25,"Conversion of Saint Paul, Apostle",2,responsorialPsalm,Responsorial Psalm,"Psalm 117:1bc, 2",,,,2,PSA,117,2,2,0
2027-01-25,"Conversion of Saint Paul, Apostle",3,gospel,Gospel,Mark 16:15–18,,,,1,MRK,16,15,18,0
2027-01-26,"Saints Timothy and Titus, Bishops",1,firstReading,First Reading,2 Timothy 1:1–8,,,,1,2TI,1,1,8,0
2027-01-26,"Saints Timothy and Titus, Bishops",2,responsorialPsalm,Responsorial Psalm,"Psalm 96:1–2a, 2b-3, 7–8a, 10",,,,1,PSA,96,1,2,0
2027-01-26,"Saints Timothy and Titus, Bishops",2,responsorialPsalm,Responsorial Psalm,"Psalm 96:1–2a, 2b-3, 7–8a, 10",,,,2,PSA,96,2,3,0
2027-01-26,"Saints Timothy and Titus, Bishops",2,responsorialPsalm,Responsorial Psalm,"Psalm 96:1–2a, 2b-3, 7–8a, 10",,,,3,PSA,96,7,8,0
2027-01-26,"Saints Timothy and Titus, Bishops",2,responsorialPsalm,Responsorial Psalm,"Psalm 96:1–2a, 2b-3, 7–8a, 10",,,,4,PSA,96,10,10,0
2027-01-26,"Saints Timothy and Titus, Bishops",3,gospel,Gospel,Mark 3:31–35,,,,1,MRK,3,31,35,0
2027-01-27,"Saint Angela Merici, Virgin",1,firstReading,First Reading,Hebrews 10:11–18,,,,1,HEB,10,11,18,0
2027-01-27,"Saint Angela Merici, Virgin",2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,1,PSA,110,1,1,0
2027-01-27,"Saint Angela Merici, Virgin",2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,2,PSA,110,2,2,0
2027-01-27,"Saint Angela Merici, Virgin",2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,3,PSA,110,3,3,0
2027-01-27,"Saint Angela Merici, Virgin",2,responsorialPsalm,Responsorial Psalm,"Psalm 110:1, 2, 3, 4",,,,4,PSA,110,4,4,0
2027-01-27,"Saint Angela Merici, Virgin",3,gospel,Gospel,Mark 4:1–20,,,,1,MRK,4,1,20,0
2027-01-28,"Saint Thomas Aquinas, Priest and Doctor",1,firstReading,First Reading,Hebrews 10:19–25,,,,1,HEB,10,19,25,0
2027-01-28,"Saint Thomas Aquinas, Priest and Doctor",2,responsorialPsalm,Responsorial Psalm,"Psalm 24:1–2, 3–4ab, 5–6",,,,1,PSA,24,1,2,0
2027-01-28,"Saint Thomas Aquinas, Priest and Doctor",2,responsorialPsalm,Responsorial Psalm,"Psalm 24:1–2, 3–4ab, 5–6",,,,2,PSA,24,3,4,0
2027-01-28,"Saint Thomas Aquinas, Priest and Doctor",2,responsorialPsalm,Responsorial Psalm,"Psalm 24:1–2, 3–4ab, 5–6",,,,3,PSA,24,5,6,0
2027-01-28,"Saint Thomas Aquinas, Priest and Doctor",3,gospel,Gospel,Mark 4:21–25,,,,1,MRK,4,21,25,0
2027-01-29,Friday of the 3rd week of Ordinary Time,1,firstReading,First Reading,Hebrews 10:32–39,,,,1,HEB,10,32,39,0
2027-01-29,Friday of the 3rd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 37:3–4, 5–6, 23–24, 39–40",,,,1,PSA,37,3,4,0
2027-01-29,Friday of the 3rd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 37:3–4, 5–6, 23–24, 39–40",,,,2,PSA,37,5,6,0
2027-01-29,Friday of the 3rd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 37:3–4, 5–6, 23–24, 39–40",,,,3,PSA,37,23,24,0
2027-01-29,Friday of the 3rd week of Ordinary Time,2,responsorialPsalm,Responsorial Psalm,"Psalm 37:3–4, 5–6, 23–24, 39–40",,,,4,PSA,37,39,40,0
2027-01-29,Friday of the 3rd week of Ordinary Time,3,gospel,Gospel,Mark 4:26–34,,,,1,MRK,4,26,34,0
